date,equity,day_ret,n
2026-05-01,105.36938573787806,0.05369385737878063,2
2026-05-04,108.5543545763026,0.030226700251889227,1
2026-05-05,117.0122185709963,0.07791363163371479,1
2026-05-06,109.19489551211704,-0.06680775011659279,2
2026-05-07,107.81237882056082,-0.01266100109416568,2
2026-05-08,113.97800040964206,0.05718843843843846,2
2026-05-11,119.01607642122227,0.04420217931068393,2
2026-05-12,125.14316850576859,0.05148121387283244,1
2026-05-13,145.4951253532939,0.16262938752894995,2
2026-05-14,144.1819504998656,-0.009025559105431458,1
2026-05-15,154.98583449397682,0.07493229184828731,2
2026-05-18,166.9755603267714,0.07736013986014001,1
2026-05-19,171.35615187151214,0.02623492645371539,2
2026-05-20,170.1306026881847,-0.007152058271280515,2
2026-05-21,160.00708410792555,-0.05950439497833038,2
2026-05-22,160.3405732472987,0.002084214841064247,2
2026-05-26,160.3405732472987,0.0,0
2026-05-27,157.83793553428413,-0.015608262227893244,2
2026-05-28,162.8486457650786,0.0317459184563782,2
2026-05-29,170.19513431922934,0.045112371181450284,2
2026-06-01,169.00066828245212,-0.007018214953999791,2
2026-06-02,168.94371583218594,-0.00033699541454468296,2
2026-06-03,176.47017344441048,0.044550089212555655,2
2026-06-04,171.21164552004007,-0.029798394945346862,2
2026-06-05,171.4804236134781,0.0015698587127157548,2
2026-06-08,165.9559254300542,-0.03221649484536082,1
2026-06-09,178.52335496824284,0.07572751322751325,1
2026-06-10,207.18932452188795,0.16057265761527084,2
2026-06-11,196.53013343461112,-0.05144662309158099,2
2026-06-12,174.74823549462582,-0.110832357152154,2
2026-06-15,188.621828515314,0.07939189189189189,1
2026-06-16,183.85910615251152,-0.02525011235598218,2
2026-06-17,179.99478504805984,-0.021017839068825928,2
2026-06-18,169.48164149805396,-0.05840804525085985,2
2026-06-22,181.8092109087989,0.0727369011875334,2
2026-06-23,182.45668474033326,0.003561281787088033,2
2026-06-24,189.9697155963153,0.04117706548638855,2
2026-06-25,199.25012493342564,0.04885204627473971,2
2026-06-26,206.6761136767568,0.03726968174204348,1
2026-06-29,207.2488224936713,0.0027710450265685527,2
2026-06-30,227.63359944004142,0.09835895181982335,2
2026-07-01,263.78767146844865,0.15882572747319834,2
2026-07-02,306.7493109968886,0.16286447084233258,2
2026-07-06,330.5488265052679,0.07758620689655182,1
2026-07-07,322.95695305098025,-0.022967479674796842,1
2026-07-08,331.12562879946535,0.025293388704951125,2
2026-07-09,319.0377151874634,-0.03650552104899918,2
2026-07-10,340.4479976103092,0.0671089385474859,2
2026-07-13,394.3792482949918,0.15841259476701208,2
