date,equity,day_ret,n,day_halt
2026-05-01,97.95368890715633,-0.020463110928436667,3,False
2026-05-04,98.07159448606862,0.001203686969094564,1,False
2026-05-05,110.03853267504716,0.1220224699281145,2,False
2026-05-06,106.13926572253656,-0.03543546844654366,2,False
2026-05-07,99.2248935516166,-0.06514433771376493,3,False
2026-05-08,98.71064676545085,-0.005182638829420827,3,False
2026-05-11,93.74351004284011,-0.050320171991307894,1,False
2026-05-12,96.3776026518781,0.028098933012367766,2,False
2026-05-13,99.26883071016205,0.02999896219381215,4,False
2026-05-14,98.50778612084582,-0.007666500994035763,1,False
2026-05-15,97.09325597993801,-0.014359577010212399,3,False
