date,symbol,dir,moneyness,ticker,day_lock_ticker,contract_source,quote_source,sig_spot,sig_strike,sig_dte,sig_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts,regime_qqq_fp,regime_vix_rev,regime_vixy_z
2026-05-01,TSLA,UP,ATM,TSLA260504C00390000,TSLA260501C00392500,signal_atm,day_iv,390.18,390.0,1,2026-05-01 10:56:00-04:00,1,4.577299999999999,5.7155,0.24866187490441982,T+30,2026-05-01 10:56:00-04:00,2026-05-01 11:26:00-04:00,0.007202911112439647,3.0,0.3326405730698789
2026-05-01,TSLA,UP,ATM,TSLA260504C00395000,TSLA260501C00392500,signal_atm,day_iv,395.16,395.0,1,2026-05-01 11:41:00-04:00,2,4.758380000000001,3.7772,-0.20620042955795892,T+30,2026-05-01 11:41:00-04:00,2026-05-01 12:11:00-04:00,0.009452148962878937,2.0,0.6626529454096551
2026-05-01,AAPL,UP,ATM,AAPL260504C00285000,AAPL260501C00280000,signal_atm,day_iv,284.79,285.0,1,2026-05-01 11:42:00-04:00,1,2.2333200000000004,1.7892000000000001,-0.1988608887217238,T+30,2026-05-01 11:42:00-04:00,2026-05-01 12:12:00-04:00,0.00932512403610497,2.0,0.9606358673075029
2026-05-04,AMZN,UP,ATM,AMZN260506C00275000,AMZN260504C00270000,signal_atm,day_iv,274.545,275.0,2,2026-05-04 10:38:00-04:00,1,2.7664999999999997,2.7931399999999997,0.00962949575275629,T+30,2026-05-04 10:38:00-04:00,2026-05-04 11:08:00-04:00,0.002655156046042606,1.0,-0.32900857336631223
2026-05-05,AAPL,UP,ATM,AAPL260506C00282500,AAPL260506C00282500,signal_atm,day_iv,282.43,282.5,1,2026-05-05 13:04:00-04:00,1,1.8208600000000001,2.92236,0.6049339323176959,TP,2026-05-05 13:04:00-04:00,2026-05-05 13:19:00-04:00,0.012617405778147628,0.0,-0.9944012607241843
2026-05-05,AAPL,UP,ATM,AAPL260506C00282500,AAPL260506C00282500,signal_atm,day_iv,282.8501,282.5,1,2026-05-05 13:53:00-04:00,2,2.03212,2.7335000000000003,0.3451469401413305,T+30,2026-05-05 13:53:00-04:00,2026-05-05 14:23:00-04:00,0.013850909523243526,0.0,-1.3706701149513183
2026-05-06,NVDA,UP,ATM,NVDA260508C00205000,NVDA260506C00207500,signal_atm,day_iv,205.27,205.0,2,2026-05-06 10:40:00-04:00,1,3.1890199999999997,2.77326,-0.13037234009194043,T+30,2026-05-06 10:40:00-04:00,2026-05-06 11:10:00-04:00,0.013689786216307454,3.0,-0.5024838253253331
2026-05-06,AMD,UP,ATM,AMD260508C00417500,AMD260508C00420000,signal_atm,day_iv,416.93,417.5,2,2026-05-06 11:22:00-04:00,1,11.065999999999999,9.3436,-0.15564793059822868,T+30,2026-05-06 11:22:00-04:00,2026-05-06 11:52:00-04:00,0.015523894766187984,0.0,-2.388660645808589
2026-05-07,TSLA,UP,ATM,TSLA260508C00412500,TSLA260508C00415000,signal_atm,day_iv,411.92,412.5,1,2026-05-07 10:36:00-04:00,1,5.1809,3.8467800000000003,-0.25750738288714314,T+30,2026-05-07 10:36:00-04:00,2026-05-07 11:06:00-04:00,0.0055996837149121514,0.0,0.09742506267811303
2026-05-07,MSFT,UP,ATM,MSFT260508C00425000,MSFT260508C00425000,signal_atm,day_iv,425.02,425.0,1,2026-05-07 10:51:00-04:00,1,3.6115399999999998,3.7772,0.04586962902252245,T+30,2026-05-07 10:51:00-04:00,2026-05-07 11:21:00-04:00,0.006692304927577775,0.0,-0.06944474635289115
2026-05-07,MSFT,UP,ATM,MSFT260508C00427500,MSFT260508C00425000,signal_atm,day_iv,426.36,427.5,1,2026-05-07 11:55:00-04:00,2,2.9375199999999997,2.00788,-0.31647103679294086,T+30,2026-05-07 11:55:00-04:00,2026-05-07 12:25:00-04:00,0.0038026093519749615,0.0,1.0201473142332023
2026-05-08,AAPL,UP,ATM,AAPL260511C00295000,AAPL260508C00292500,signal_atm,day_iv,293.92,295.0,1,2026-05-08 10:30:00-04:00,1,1.5492400000000002,1.43136,-0.07608892101933862,T+30,2026-05-08 10:30:00-04:00,2026-05-08 11:00:00-04:00,0.014188479415192967,3.0,1.0814686902223065
2026-05-08,TSLA,UP,ATM,TSLA260511C00427500,TSLA260508C00425000,signal_atm,day_iv,426.3201,427.5,1,2026-05-08 10:50:00-04:00,1,5.29156,6.073340000000001,0.14774093084081086,T+30,2026-05-08 10:50:00-04:00,2026-05-08 11:20:00-04:00,0.01633258025988238,2.0,1.236576202345524
2026-05-08,TSLA,UP,ATM,TSLA260511C00430000,TSLA260508C00425000,signal_atm,day_iv,429.865,430.0,1,2026-05-08 11:35:00-04:00,2,6.0360000000000005,5.3676,-0.11073558648111337,T+30,2026-05-08 11:35:00-04:00,2026-05-08 12:05:00-04:00,0.017987423193702945,0.0,0.6683516438961598
2026-05-11,TSLA,DN,ATM,TSLA260513P00417500,TSLA260511P00445000,signal_atm,day_iv,417.17,417.5,2,2026-05-11 10:32:00-04:00,1,6.4887,3.8766,-0.4025613759304637,T+30,2026-05-11 10:32:00-04:00,2026-05-11 11:02:00-04:00,-0.0018926748323044862,1.0,0.30175592480226104
2026-05-12,TSLA,DN,ATM,TSLA260513P00432500,TSLA260513P00432500,signal_atm,day_iv,431.56,432.5,1,2026-05-12 10:57:00-04:00,1,7.192900000000001,9.45294,0.3142042847808253,T+30,2026-05-12 10:57:00-04:00,2026-05-12 11:27:00-04:00,-0.013737559225097451,2.0,1.308956260206219
2026-05-12,TSLA,DN,ATM,TSLA260513P00425000,TSLA260513P00432500,signal_atm,day_iv,426.14,425.0,1,2026-05-12 11:55:00-04:00,2,6.0360000000000005,5.516699999999999,-0.08603379721670001,T+30,2026-05-12 11:55:00-04:00,2026-05-12 12:25:00-04:00,-0.018881942302840016,2.0,-1.4707350557994698
2026-05-13,TSLA,UP,ATM,TSLA260515C00445000,TSLA260513C00445000,signal_atm,day_iv,443.8,445.0,2,2026-05-13 10:30:00-04:00,1,8.490639999999999,9.94,0.17070091300538004,T+30,2026-05-13 10:30:00-04:00,2026-05-13 11:00:00-04:00,0.00270075366581346,0.0,-1.4603923438912343
2026-05-13,NVDA,UP,ATM,NVDA260515C00225000,NVDA260513C00227500,signal_atm,day_iv,225.48,225.0,2,2026-05-13 10:51:00-04:00,1,3.9938200000000004,4.5227,0.13242459600082124,T+30,2026-05-13 10:51:00-04:00,2026-05-13 11:21:00-04:00,0.0034643175294466477,0.0,-0.6762532005454793
2026-05-13,TSLA,UP,ATM,TSLA260515C00450000,TSLA260513C00445000,signal_atm,day_iv,449.829,450.0,2,2026-05-13 11:19:00-04:00,2,8.752199999999998,8.2999,-0.05167843513630854,T+30,2026-05-13 11:19:00-04:00,2026-05-13 11:49:00-04:00,0.005486064959488557,0.0,1.943817555542116
2026-05-13,NVDA,UP,ATM,NVDA260515C00227500,NVDA260513C00227500,signal_atm,day_iv,226.775,227.5,2,2026-05-13 11:41:00-04:00,2,3.4204,3.3796,-0.011928429423459175,T+30,2026-05-13 11:41:00-04:00,2026-05-13 12:11:00-04:00,0.00616507119526033,1.0,1.4339359548633575
2026-05-14,NVDA,UP,ATM,NVDA260515C00235000,NVDA260515C00235000,signal_atm,day_iv,235.15,235.0,1,2026-05-14 10:40:00-04:00,1,3.2192000000000003,3.02176,-0.06133200795228633,T+30,2026-05-14 10:40:00-04:00,2026-05-14 11:10:00-04:00,0.007082172799417696,0.0,-0.3772973343597525
2026-05-15,TSLA,DN,ATM,TSLA260518P00427500,TSLA260515P00422500,signal_atm,day_iv,426.8771,427.5,1,2026-05-15 10:30:00-04:00,1,6.44846,6.87848,0.06668568929635921,T+30,2026-05-15 10:30:00-04:00,2026-05-15 11:00:00-04:00,-0.012254595473302543,4.0,-1.1186103023844007
2026-05-15,TSLA,DN,ATM,TSLA260518P00427500,TSLA260515P00422500,signal_atm,day_iv,426.55,427.5,1,2026-05-15 11:30:00-04:00,2,6.2372000000000005,6.7592,0.08369139998717356,T+30,2026-05-15 11:30:00-04:00,2026-05-15 12:00:00-04:00,-0.010955497200338948,1.0,-2.2968655235276136
2026-05-15,TSLA,DN,ATM,TSLA260518P00425000,TSLA260515P00422500,signal_atm,day_iv,423.875,425.0,1,2026-05-15 12:40:00-04:00,3,5.9857000000000005,4.4233,-0.2610221026780494,T+30,2026-05-15 12:40:00-04:00,2026-05-15 13:10:00-04:00,-0.01172661970461153,0.0,-0.6392803053280809
