name,scheme,moneyness,fill_frac,n_trades,n_days,total_ret,maxdd,day_win,trade_win,trade_exp,start_equity,end_equity,n_signals_topk,n_regime_block,regime_enabled,jul_ret,jul7_9,d7,d8,d9
baseline,m5_circuit,ATM,0.8,456,105,10.574788336130563,-0.37629084093270115,0.4666666666666667,0.47149122807017546,0.05144451246375974,100.0,1157.4788336130564,200,0,False,1.5306496123516267,-0.14126453163048136,-0.02296747967479662,-0.06756497836602993,-0.05739051698001807
only_win,m5_circuit,ATM,0.8,298,105,17.07324560166834,-0.27940671876982104,0.4380952380952381,0.5067114093959731,0.0868464376618435,100.0,1807.324560166834,200,0,False,1.3366032265597698,-0.060549112964472074,-0.02296747967479662,-0.0020338032116835603,-0.03650552104899929
regime_full,m5_circuit,ATM,0.8,312,105,3.6520764204125653,-0.40000247423750857,0.41904761904761906,0.4775641025641026,0.048364740110930574,100.0,465.2076420412565,200,1127,True,0.687984768306499,-0.08014869954788806,-0.02296747967479673,-0.0012039809353411313,-0.05739051698001796
regime_qqq_only,m5_circuit,ATM,0.8,403,105,19.978232900440442,-0.2645848513944822,0.5142857142857142,0.49379652605459057,0.06888640312159118,100.0,2097.8232900440444,200,521,True,1.1093511991905634,-0.14126453163048147,-0.02296747967479673,-0.06756497836602993,-0.05739051698001818
regime_vix_only,m5_circuit,ATM,0.8,407,105,7.648868118939371,-0.35144183337857526,0.4666666666666667,0.48402948402948404,0.0511252157023523,100.0,864.8868118939371,200,386,True,1.5055429170540195,-0.14978408709970603,-0.022967479674796842,-0.07681571061229608,-0.05739051698001796
regime_put_only,m5_circuit,ATM,0.8,405,105,6.7788786054275905,-0.32713515749012656,0.45714285714285713,0.4641975308641975,0.04941578575865723,100.0,777.8878605427591,200,317,True,1.0454168015256529,-0.07093136538754852,-0.02296747967479673,0.008804415705736313,-0.05739051698001796
regime+only_win,m5_circuit,ATM,0.8,216,105,2.3756044301936665,-0.41613360928076726,0.3238095238095238,0.48148148148148145,0.05447730679612008,100.0,337.56044301936663,200,1023,True,0.3466694134854871,-0.06986944994543787,-0.02296747967479673,-0.01193467336683407,-0.03650552104899918
single_no_regime,single,ATM,0.8,168,105,8.673794183566716,-0.2649991240214691,0.5333333333333333,0.5297619047619048,0.11719389237469482,100.0,967.3794183566716,200,0,False,0.6094985486584514,-0.03482423894680231,-0.02296747967479673,0.025293388704951125,-0.03650552104899929
