date,symbol,dir,moneyness,ticker,day_lock_ticker,contract_source,quote_source,sig_spot,sig_strike,sig_dte,sig_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts,size_frac,n_concurrent,position_sizing,size_reason,regime_qqq_fp,regime_vix_rev,regime_vixy_z
2026-01-02,AMZN,DN,ATM,AMZN260102P00227500,,open_ladder,1s,226.42,227.5,0,2026-01-02 10:52:00-05:00,1,1.36,2.184,0.6058823529411765,TP,2026-01-02 10:52:00-05:00,2026-01-02 10:57:35-05:00,0.25,1,concurrent,solo_full,-0.0091442763603522,5.0,1.2191360807848761
2026-01-02,MSFT,DN,ATM,MSFT260102P00475000,,open_ladder,1s,474.64,475.0,0,2026-01-02 10:56:00-05:00,1,1.546,2.484,0.6067270375161706,TP,2026-01-02 10:56:00-05:00,2026-01-02 11:00:15-05:00,0.125,2,concurrent,split_cap,-0.009176531303422109,5.0,0.8066015317766398
2026-01-02,AMZN,DN,ATM,AMZN260102P00225000,,open_ladder,1s,225.595,225.0,0,2026-01-02 11:04:00-05:00,2,0.6839999999999999,0.28400000000000003,-0.5847953216374269,T+30,2026-01-02 11:04:00-05:00,2026-01-02 11:34:00-05:00,0.25,1,concurrent,solo_full,-0.012837467341869968,4.0,2.0612851307527387
2026-01-02,MSFT,DN,ATM,MSFT260102P00472500,,open_ladder,1s,472.3775,472.5,0,2026-01-02 12:48:00-05:00,2,0.8099999999999999,1.302,0.6074074074074076,TP,2026-01-02 12:48:00-05:00,2026-01-02 13:14:03-05:00,0.25,1,concurrent,solo_full,-0.013418056317130445,3.0,0.20555917728929546
2026-01-02,MSFT,DN,ATM,MSFT260102P00472500,,open_ladder,1s,471.5315,472.5,0,2026-01-02 13:32:00-05:00,3,1.348,2.18,0.6172106824925816,TP,2026-01-02 13:32:01-05:00,2026-01-02 13:49:44-05:00,0.25,1,concurrent,solo_full,-0.013950262877786002,3.0,0.3712570711005046
2026-01-02,MSFT,DN,ATM,MSFT260102P00472500,,open_ladder,1s,470.325,472.5,0,2026-01-02 13:58:00-05:00,4,2.472,0.962,-0.61084142394822,SL,2026-01-02 13:58:02-05:00,2026-01-02 14:22:07-05:00,0.25,1,concurrent,solo_full,-0.015530755088217219,3.0,1.776205780802275
2026-01-07,MSFT,UP,ATM,MSFT260109C00487500,,open_ladder,1s,488.54,487.5,2,2026-01-07 12:15:00-05:00,1,4.03,4.180000000000001,0.037220843672456594,T+30,2026-01-07 12:15:04-05:00,2026-01-07 12:45:00-05:00,0.25,1,concurrent,solo_full,0.006287231141835159,0.0,-0.1704646303954792
2026-01-07,MSFT,UP,ATM,MSFT260109C00487500,,open_ladder,1s,488.37,487.5,2,2026-01-07 13:23:00-05:00,2,3.83,3.77,-0.015665796344647487,T+30,2026-01-07 13:23:00-05:00,2026-01-07 13:53:03-05:00,0.25,1,concurrent,solo_full,0.005116525253821225,1.0,0.4564137061048817
2026-01-08,AMD,DN,ATM,AMD260109P00205000,,open_ladder,1s,205.645,205.0,1,2026-01-08 10:40:00-05:00,1,2.166,2.5060000000000002,0.15697137580794096,T+30,2026-01-08 10:40:00-05:00,2026-01-08 11:10:00-05:00,0.25,1,concurrent,solo_full,-0.006065121943402807,2.0,-1.28343219116175
2026-01-08,NVDA,DN,ATM,NVDA260109P00185000,,open_ladder,1s,185.18,185.0,1,2026-01-08 11:00:00-05:00,1,1.486,1.744,0.17362045760430678,T+30,2026-01-08 11:00:00-05:00,2026-01-08 11:30:00-05:00,0.125,2,concurrent,split_cap,-0.005832772489824722,1.0,-1.695183503455676
2026-01-08,AMD,DN,ATM,AMD260109P00205000,,open_ladder,1s,204.1579,205.0,1,2026-01-08 11:15:00-05:00,2,2.79,2.662,-0.0458781362007169,T+30,2026-01-08 11:15:01-05:00,2026-01-08 11:45:02-05:00,0.125,2,concurrent,split_cap,-0.007771688619683914,1.0,-0.18912422469270787
