date,equity,day_ret,n
2026-01-02,116.60011513054191,0.16600115130541915,6
2026-01-05,116.60011513054191,0.0,0
2026-01-06,116.60011513054191,0.0,0
2026-01-07,116.8476745324068,0.0021231488629984696,2
2026-01-08,119.7645354291575,0.02496293493578894,7
2026-01-09,136.66491045638668,0.14111335185052343,4
2026-01-12,136.66491045638668,0.0,0
2026-01-13,136.66491045638668,0.0,0
2026-01-14,136.91483544555447,0.0018287429328653904,6
2026-01-15,135.70820144907572,-0.008813025940922148,8
2026-01-16,146.28081714336417,0.07790697674418601,1
2026-01-20,146.28081714336417,0.0,0
2026-01-21,148.8293168899388,0.01742196821389741,4
2026-01-22,158.74495769322812,0.06662424454062399,7
2026-01-23,149.39160701837514,-0.05892061587825781,7
2026-01-26,149.39160701837514,0.0,0
2026-01-27,149.39160701837514,0.0,0
2026-01-29,157.0055411943325,0.050966278011995936,8
2026-01-30,171.4988353670896,0.09231071758682807,4
2026-02-02,171.4988353670896,0.0,0
2026-02-03,163.5213825333512,-0.046516075847762184,7
2026-02-04,167.71338112596177,0.025635782474842994,10
2026-02-05,154.28384154984124,-0.08007434759206378,3
2026-02-06,141.60308419895125,-0.08219109158487914,2
2026-02-09,151.10065609526302,0.06707178696028793,4
2026-02-10,148.74418427613722,-0.015595377809876187,2
2026-02-11,138.75431665729624,-0.06716139973778879,3
2026-02-12,157.90180715209223,0.13799563830570838,8
2026-02-13,170.18612606514836,0.0777972027972027,1
2026-02-17,169.7879481652231,-0.0023396613409769618,3
2026-02-18,159.77126067214448,-0.05899527970814067,3
2026-02-20,150.5403610725052,-0.057775719868552455,4
2026-02-23,148.48011395685197,-0.013685679381763571,10
2026-02-24,152.60457594527722,0.027777874615746878,2
2026-02-25,169.54472208440856,0.1110068032639202,7
2026-02-26,164.97242293494708,-0.02696810076567968,7
2026-02-27,169.71940975916718,0.028774426293611377,7
2026-03-02,168.3031219762131,-0.00834487808414952,3
2026-03-03,159.9762234440657,-0.04947560350855684,3
2026-03-04,158.83336818996978,-0.007143906947494116,9
2026-03-05,165.35891963960657,0.041084260341517354,4
2026-03-06,172.63300799780424,0.04398969450242696,3
2026-03-09,172.63300799780424,0.0,0
2026-03-11,162.43702971457512,-0.059061580409690895,2
2026-03-12,150.11982858288476,-0.0758275447004505,3
2026-03-13,210.3403575666377,0.4011497318657258,7
2026-03-16,205.8500870053513,-0.021347641571179854,2
2026-03-18,195.2340397623823,-0.051571740373823616,2
2026-04-01,198.30397669554782,0.015724393844956053,3
2026-04-02,225.70872340721195,0.13819564876269785,4
2026-04-06,212.16158428246413,-0.06002044989775057,1
2026-04-07,211.6384383399773,-0.0024657901394171677,4
2026-04-08,196.84679956076988,-0.06989107883817425,1
2026-04-09,211.74302316875952,0.07567419760558991,6
2026-04-10,216.53944255124102,0.022652077554681682,9
2026-04-13,236.4593461476323,0.09199203323744354,4
2026-05-01,278.01186276978564,0.17572795196773594,5
2026-05-04,286.4152440121973,0.030226700251889227,1
2026-05-05,320.6311504463451,0.1194625884950824,2
2026-05-06,304.32454169202725,-0.050857843137255054,1
2026-05-07,287.04649673486324,-0.056775062770485274,3
2026-05-08,295.20656560070336,0.02842769014309665,5
2026-05-11,307.89086303829765,0.042967531605482945,4
2026-05-12,325.81928392140037,0.05822979190153066,3
2026-05-13,355.47059749682194,0.0910053978958918,8
2026-05-14,331.6965076659278,-0.06688060840561272,4
2026-05-15,329.2092160349124,-0.007498697072567673,3
2026-05-18,360.2330425144248,0.09423741793492924,5
2026-05-19,366.47639968725133,0.01733143947386928,3
2026-05-20,366.8056814720914,0.0008985074758458556,4
2026-05-21,344.97913132148045,-0.05950439497833038,2
2026-05-22,377.07009255475896,0.09302290579244765,9
2026-05-26,377.07009255475896,0.0,0
2026-05-27,353.23048898589303,-0.06322326813920909,4
2026-05-28,354.43184733264894,0.003401060735739314,9
2026-05-29,361.0834313254655,0.018766891414737197,4
2026-06-01,361.0834313254655,0.0,0
2026-06-02,398.34191841547636,0.10318525819155533,3
2026-06-03,450.12101893029933,0.12998657214081244,5
2026-06-04,450.12101893029933,0.0,0
2026-06-05,509.4378041926922,0.13177963873661724,9
2026-06-08,616.3832487935337,0.20992836362098855,5
2026-06-09,695.900507699707,0.12900619713760064,4
2026-06-10,648.0923870774716,-0.06869964900624181,6
2026-06-11,648.0923870774716,0.0,0
2026-06-12,599.266663530768,-0.07533759772565729,1
2026-06-15,839.5437070342625,0.40095179346007126,5
2026-06-16,802.0247242150261,-0.044689731463504634,5
2026-06-17,802.0247242150261,0.0,0
2026-06-18,878.9031510845705,0.09585543256760354,4
2026-06-22,926.7434746533312,0.05443184895824471,3
2026-06-23,954.821781678259,0.030297820047161528,5
2026-06-24,994.1385407102549,0.04117706548638855,2
2026-06-25,994.1385407102549,0.0,0
2026-06-26,950.4558939539438,-0.0439402004524464,4
2026-06-29,879.9833416487321,-0.07414605217717407,3
2026-06-30,994.5348554802337,0.13017463900723225,5
2026-07-01,1001.7141292575297,0.007218725153508521,4
2026-07-02,1336.9915264650685,0.33470367185101635,9
2026-07-06,1621.1231564491438,0.21251565500590974,5
2026-07-07,1583.8900433030558,-0.02296747967479673,1
2026-07-08,1476.8745467931146,-0.06756497836602993,5
2026-07-09,1392.1159530380278,-0.05739051698001818,3
2026-07-10,1686.7441080997776,0.2116405278014235,6
2026-07-13,2097.8232900440444,0.2437116453943764,5
