date,symbol,entry_time,exit_time,pnl,roi,qty,entry_price,exit_price,reason,duration,entry_ts,exit_ts,contract,opt_dir,entry_stock,exit_stock,liq_chunks,liq_reason
2026-03-18,MU,2026-03-18 11:03:00,2026-03-18 11:06:00,212.99972534179688,0.024661308158893863,3,28.790000915527344,29.5,FLIP,3.0,1773846180.0,1773846360.0,MU    260327C00462500,CALL,468.510009765625,469.6000061035156,1,"L2 Depth(Ask:2,523手) Pass (Alloc < Cap $7,278,855)"
2026-03-18,AMD,2026-03-18 11:00:00,2026-03-18 11:07:00,539.0003204345703,0.08252952455092978,7,9.329999923706055,10.100000381469727,MACD_FADE(6.2%),7.0,1773846000.0,1773846420.0,AMD   260327C00195000,CALL,199.60000610351562,200.52999877929688,1,"L2 Depth(Ask:506手) Pass (Alloc < Cap $475,640)"
2026-03-18,ADBE,2026-03-18 11:06:00,2026-03-18 11:09:00,0.0,0.0,23,4.730000019073486,4.730000019073486,FLIP,3.0,1773846360.0,1773846540.0,ADBE  260327C00252500,CALL,249.0500030517578,249.3800048828125,1,"L2 Depth(Ask:84手) Pass (Alloc < Cap $38,850)"
2026-03-18,TSLA,2026-03-18 11:06:00,2026-03-18 11:09:00,229.99954223632812,0.0209662294109153,10,10.970000267028809,11.199999809265137,FLIP,3.0,1773846360.0,1773846540.0,TSLA  260327C00397500,CALL,399.4200134277344,399.6400146484375,1,"L2 Depth(Ask:309手) Pass (Alloc < Cap $342,990)"
2026-03-18,CRM,2026-03-18 11:10:00,2026-03-18 11:13:00,0.0,0.0,23,4.550000190734863,4.550000190734863,FLIP,3.0,1773846600.0,1773846780.0,CRM   260327C00195000,CALL,194.22999572753906,194.61000061035156,1,"L2 Depth(Ask:410手) Pass (Alloc < Cap $193,725)"
2026-03-18,AMD,2026-03-18 11:10:00,2026-03-18 11:17:00,527.9994964599609,0.04731178186659081,24,4.650000095367432,4.869999885559082,MACD_FADE(3.7%),7.0,1773846600.0,1773847020.0,AMD   260327P00195000,PUT,199.75999450683594,198.72000122070312,1,"L2 Depth(Ask:1,128手) Pass (Alloc < Cap $524,520)"
2026-03-18,GOOGL,2026-03-18 11:15:00,2026-03-18 11:19:00,0.0,0.0,21,4.900000095367432,4.900000095367432,FLIP,4.0,1773846900.0,1773847140.0,GOOGL 260327P00310000,PUT,310.2699890136719,310.17999267578125,1,"L2 Depth(Ask:552手) Pass (Alloc < Cap $287,040)"
2026-03-18,NVDA,2026-03-18 11:16:00,2026-03-18 11:22:00,839.9991989135742,0.07692300168250153,28,3.9000000953674316,4.199999809265137,MACD_FADE(2.8%),6.0,1773846960.0,1773847320.0,NVDA  260327P00182500,PUT,182.7899932861328,182.4499969482422,1,"L2 Depth(Ask:6,150手) Pass (Alloc < Cap $2,429,250)"
2026-03-18,GLD,2026-03-18 11:20:00,2026-03-18 11:23:00,0.0,0.0,15,7.260000228881836,7.260000228881836,FLIP,3.0,1773847200.0,1773847380.0,GLD   260327P00447000,PUT,447.510009765625,447.44000244140625,1,"L2 Depth(Ask:270手) Pass (Alloc < Cap $194,400)"
2026-03-18,AMD,2026-03-18 11:26:00,2026-03-18 11:29:00,0.0,0.0,12,8.930000305175781,8.930000305175781,FLIP,3.0,1773847560.0,1773847740.0,AMD   260327C00195000,CALL,199.47000122070312,199.2100067138672,7,"L2 Depth(Ask:2手) Cap: $1,870 | Iceberg Split: 7 chunks"
2026-03-18,MU,2026-03-18 11:25:00,2026-03-18 11:31:00,550.0001907348633,0.05140188790084069,5,21.399999618530273,22.5,FLIP,6.0,1773847500.0,1773847860.0,MU    260327P00462500,PUT,467.6700134277344,466.67999267578125,6,"L2 Depth(Ask:1手) Cap: $2,223 | Iceberg Split: 6 chunks"
2026-03-18,GS,2026-03-18 11:36:00,2026-03-18 11:39:00,0.0,0.0,4,24.329999923706055,24.329999923706055,FLIP,3.0,1773848160.0,1773848340.0,GS    260327C00800000,CALL,811.4500122070312,811.1300048828125,1,"L2 Depth(Ask:191手) Pass (Alloc < Cap $499,465)"
2026-03-18,TSLA,2026-03-18 11:33:00,2026-03-18 11:39:00,0.0,0.0,10,10.149999618530273,10.149999618530273,FLIP,6.0,1773847980.0,1773848340.0,TSLA  260327C00397500,CALL,398.239990234375,397.8399963378906,1,"L2 Depth(Ask:478手) Pass (Alloc < Cap $497,120)"
2026-03-18,META,2026-03-18 11:35:00,2026-03-18 11:40:00,0.0,0.0,10,10.5,10.5,FLIP,5.0,1773848100.0,1773848400.0,META  260327P00617500,PUT,621.7000122070312,621.4600219726562,1,"L2 Depth(Ask:262手) Pass (Alloc < Cap $275,100)"
2026-03-18,GOOGL,2026-03-18 11:42:00,2026-03-18 11:45:00,-105.00040054321289,-0.009708774720186868,21,5.150000095367432,5.099999904632568,FLIP,3.0,1773848520.0,1773848700.0,GOOGL 260327P00310000,PUT,310.4100036621094,310.6199951171875,1,"L2 Depth(Ask:844手) Pass (Alloc < Cap $434,660)"
2026-03-18,META,2026-03-18 11:55:00,2026-03-18 12:00:00,0.0,0.0,7,14.300000190734863,14.300000190734863,FLIP,5.0,1773849300.0,1773849600.0,META  260327C00617500,CALL,620.510009765625,620.0900268554688,1,"L2 Depth(Ask:163手) Pass (Alloc < Cap $238,795)"
2026-03-18,ORCL,2026-03-18 11:58:00,2026-03-18 12:01:00,0.0,0.0,23,4.5,4.5,STOCK_STOP:-0.25%(Th:0.25%),3.0,1773849480.0,1773849660.0,ORCL  260327C00155000,CALL,153.9199981689453,153.52999877929688,1,"L2 Depth(Ask:1,776手) Pass (Alloc < Cap $812,520)"
2026-03-18,MU,2026-03-18 11:57:00,2026-03-18 12:01:00,416.0003662109375,0.04735887790918449,4,21.959999084472656,23.0,FLIP,4.0,1773849420.0,1773849660.0,MU    260327P00462500,PUT,467.3299865722656,466.6700134277344,1,"L2 Depth(Ask:623手) Pass (Alloc < Cap $1,397,078)"
2026-03-18,GLD,2026-03-18 12:03:00,2026-03-18 12:07:00,0.0,0.0,13,7.900000095367432,7.900000095367432,FLIP,4.0,1773849780.0,1773850020.0,GLD   260327C00447000,CALL,447.2900085449219,447.2900085449219,1,"L2 Depth(Ask:351手) Pass (Alloc < Cap $284,310)"
2026-03-18,AVGO,2026-03-18 12:14:00,2026-03-18 12:17:00,0.0,0.0,12,8.399999618530273,8.399999618530273,FLIP,3.0,1773850440.0,1773850620.0,AVGO  260327C00320000,CALL,319.54998779296875,319.3999938964844,1,"L2 Depth(Ask:376手) Pass (Alloc < Cap $322,420)"
2026-03-18,MSFT,2026-03-18 12:25:00,2026-03-18 12:28:00,0.0,0.0,12,7.28000020980835,7.28000020980835,FLIP,3.0,1773851100.0,1773851280.0,MSFT  260327P00397500,PUT,393.67999267578125,393.8999938964844,1,"L2 Depth(Ask:371手) Pass (Alloc < Cap $305,147)"
2026-03-18,GOOGL,2026-03-18 12:29:00,2026-03-18 12:34:00,399.99961853027344,0.039999961853027344,20,5.0,5.199999809265137,FLIP,5.0,1773851340.0,1773851640.0,GOOGL 260327P00310000,PUT,310.17999267578125,309.739990234375,1,"L2 Depth(Ask:376手) Pass (Alloc < Cap $195,520)"
2026-03-18,META,2026-03-18 12:33:00,2026-03-18 12:35:19,0.0,0.0,9,11.100000381469727,11.100000381469727,FORCE_EOD_FORCE_CLOSE,2.321335486570994,1773851580.0,1773851719.2801292,META  260327P00617500,PUT,618.77001953125,618.77001953125,1,"L2 Depth(Ask:80手) Pass (Alloc < Cap $93,800)"
2026-03-18,ORCL,2026-03-18 12:34:00,2026-03-18 12:35:19,0.0,0.0,17,5.5,5.5,FORCE_EOD_FORCE_CLOSE,1.321335486570994,1773851640.0,1773851719.2801292,ORCL  260327P00155000,PUT,152.8800048828125,152.8800048828125,1,"L2 Depth(Ask:1,095手) Pass (Alloc < Cap $657,000)"
2026-03-18,DELL,2026-03-18 12:34:00,2026-03-18 12:35:19,0.0,0.0,22,4.550000190734863,4.550000190734863,FORCE_EOD_FORCE_CLOSE,1.321335486570994,1773851640.0,1773851719.2801292,DELL  260327P00152500,PUT,152.13999938964844,152.13999938964844,1,"L2 Depth(Ask:1,159手) Pass (Alloc < Cap $538,935)"
