date,equity,day_ret,n,day_halt
2026-01-02,119.38319182555567,0.1938319182555568,2,False
2026-01-05,119.38319182555567,0.0,0,False
2026-01-06,119.38319182555567,0.0,0,False
2026-01-07,119.44185678468371,0.0004914004914005066,1,False
2026-01-08,125.22504550095024,0.04841844284698138,2,False
2026-01-09,124.15360126136993,-0.00855614973262031,1,False
2026-01-12,124.15360126136993,0.0,0,False
2026-01-13,124.15360126136993,0.0,0,False
2026-01-14,120.76398121184423,-0.027301826246584837,2,False
2026-01-15,119.7269601315851,-0.008587172018120093,2,False
2026-01-16,119.7269601315851,0.0,0,False
2026-01-20,119.7269601315851,0.0,0,False
2026-01-21,124.22211261809454,0.037545031474691015,2,False
2026-01-22,120.45575420356474,-0.030319548872180357,2,False
2026-01-23,155.82561846171245,0.2936336623518563,2,False
2026-01-26,155.82561846171245,0.0,0,False
2026-01-27,155.82561846171245,0.0,0,False
2026-01-29,185.19803986765208,0.18849545855103833,2,False
2026-01-30,207.8841976771876,0.12249674902470731,1,False
2026-02-02,207.8841976771876,0.0,0,False
2026-02-03,195.45921735490802,-0.05976875809278037,2,False
2026-02-04,212.04091897179484,0.08483458514406284,2,False
2026-02-05,208.4046599197975,-0.017148855370132776,2,False
2026-02-06,197.1973380524346,-0.053776733551331946,2,False
2026-02-09,199.18500352882518,0.010079575596817048,1,False
2026-02-10,189.6704700430492,-0.04776731840858228,2,False
2026-02-11,164.98568702433974,-0.13014563106796118,2,False
2026-02-12,190.0981277629522,0.15220981402409595,2,False
2026-02-13,177.13189708316702,-0.06820809248554915,1,False
2026-02-17,182.43805082838963,0.0299559471365638,1,False
2026-02-18,176.37452989904844,-0.03323605411156716,2,False
2026-02-20,186.73074750383887,0.05871719465797032,2,False
2026-02-23,218.4585487395718,0.16991203462665228,2,False
2026-02-24,215.628774792168,-0.012953367875647714,1,False
2026-02-25,201.66808231847165,-0.06474410702909317,2,False
2026-02-26,205.5816411436618,0.019405940594059423,2,False
2026-02-27,215.3063778147008,0.04730352679811167,2,False
2026-03-02,215.3063778147008,0.0,0,False
2026-03-03,214.10402113425295,-0.005584398811830038,2,False
2026-03-04,215.91095627106463,0.008439519852262212,2,False
2026-03-05,229.59723666579114,0.06338854049418474,2,False
2026-03-06,218.7743761558837,-0.047138461538461573,1,False
