date,equity,day_ret,n,day_halt
2026-01-02,119.38319182555567,0.1938319182555568,2,False
2026-01-05,119.38319182555567,0.0,0,False
2026-01-06,119.38319182555567,0.0,0,False
2026-01-07,119.38319182555567,0.0,0,False
2026-01-08,123.15788956522245,0.03161833489242283,1,False
2026-01-09,122.10413222134889,-0.00855614973262031,1,False
2026-01-12,122.10413222134889,0.0,0,False
2026-01-13,122.10413222134889,0.0,0,False
2026-01-14,118.7704664194516,-0.027301826246584948,2,False
2026-01-15,117.7505639936354,-0.008587172018120204,2,False
2026-01-16,117.7505639936354,0.0,0,False
2026-01-20,117.7505639936354,0.0,0,False
2026-01-21,122.17151262493907,0.03754503147469124,2,False
2026-01-22,118.46732747711903,-0.030319548872180357,2,False
2026-01-23,153.25332271326218,0.2936336623518563,2,False
2026-01-26,153.25332271326218,0.0,0,False
2026-01-27,153.25332271326218,0.0,0,False
2026-01-29,182.14087805256878,0.18849545855103833,2,False
2026-01-30,204.45254347851412,0.12249674902470731,1,False
2026-02-02,204.45254347851412,0.0,0,False
2026-02-03,192.23266886589312,-0.05976875809278048,2,False
2026-02-04,211.39007795109205,0.09965740577926252,2,False
2026-02-05,207.68160729268487,-0.01754325791613165,2,False
2026-02-06,196.5131688337938,-0.053776733551331946,2,False
2026-02-09,197.13867494148758,0.0031830238726791027,1,False
2026-02-10,194.4373975962686,-0.013702422145328685,1,False
2026-02-11,169.13221978289016,-0.13014563106796107,2,False
2026-02-12,195.86686539422791,0.1580695011610218,2,False
2026-02-13,182.5071601245638,-0.06820809248554927,1,False
2026-02-17,182.5071601245638,0.0,0,False
2026-02-18,176.44134227491537,-0.03323605411156705,2,False
2026-02-20,197.86117600787833,0.12139917695473246,1,False
2026-02-23,235.56436442021396,0.19055374668769987,2,False
2026-02-24,232.51301254948578,-0.012953367875647714,1,False
2026-02-25,217.45916517932497,-0.06474410702909328,2,False
2026-02-26,210.107999623758,-0.03380480905233374,1,False
2026-02-27,235.65332981247244,0.12158190185265982,2,False
2026-03-02,235.65332981247244,0.0,0,False
2026-03-03,234.33734763746384,-0.005584398811830149,2,False
2026-03-04,234.11880588204937,-0.000932594644506124,2,False
2026-03-05,244.0903368653222,0.04259175569303286,2,False
2026-03-06,232.58429390908609,-0.047138461538461573,1,False
