date,symbol,dir,moneyness,ticker,day_lock_ticker,contract_source,quote_source,sig_spot,sig_strike,sig_dte,sig_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts,regime_qqq_fp,regime_vix_rev,regime_vixy_z
2026-01-02,AMZN,DN,ATM,AMZN260102P00227500,,open_ladder,1s,226.42,227.5,0,2026-01-02 10:52:00-05:00,1,1.36,2.184,0.6058823529411765,TP,2026-01-02 10:52:00-05:00,2026-01-02 10:57:35-05:00,-0.0091442763603522,5.0,1.2191360807848761
2026-01-02,MSFT,DN,ATM,MSFT260102P00480000,,open_ladder,1s,474.64,480.0,0,2026-01-02 10:56:00-05:00,1,5.33,6.9399999999999995,0.3020637898686678,T+30,2026-01-02 10:56:01-05:00,2026-01-02 11:26:06-05:00,-0.009176531303422109,5.0,0.8066015317766398
2026-01-02,AMZN,DN,ATM,AMZN260102P00227500,,open_ladder,1s,225.595,227.5,0,2026-01-02 11:04:00-05:00,2,2.246,1.484,-0.33926981300089043,T+30,2026-01-02 11:04:00-05:00,2026-01-02 11:34:01-05:00,-0.012837467341869968,4.0,2.0612851307527387
2026-01-02,MSFT,DN,ATM,MSFT260102P00480000,,open_ladder,1s,472.3775,480.0,0,2026-01-02 12:48:00-05:00,2,7.3100000000000005,7.5,0.025991792065663377,T+30,2026-01-02 12:48:05-05:00,2026-01-02 13:18:45-05:00,-0.013418056317130445,3.0,0.20555917728929546
2026-01-02,MSFT,DN,ATM,MSFT260102P00480000,,open_ladder,1s,471.5315,480.0,0,2026-01-02 13:32:00-05:00,3,8.31,9.34,0.12394705174488552,T+30,2026-01-02 13:32:03-05:00,2026-01-02 14:02:00-05:00,-0.013950262877786002,3.0,0.3712570711005046
2026-01-07,MSFT,UP,ATM,MSFT260109C00485000,,open_ladder,1s,488.54,485.0,2,2026-01-07 12:15:00-05:00,1,5.58,5.78,0.03584229390681015,T+30,2026-01-07 12:15:03-05:00,2026-01-07 12:45:00-05:00,0.006287231141835159,0.0,-0.1704646303954792
2026-01-07,MSFT,UP,ATM,MSFT260109C00485000,,open_ladder,1s,488.37,485.0,2,2026-01-07 13:23:00-05:00,2,5.42,5.37,-0.009225092250922495,T+30,2026-01-07 13:23:00-05:00,2026-01-07 13:53:00-05:00,0.005116525253821225,1.0,0.4564137061048817
2026-01-08,AMD,DN,ATM,AMD260109P00205000,,open_ladder,1s,205.645,205.0,1,2026-01-08 10:40:00-05:00,1,2.166,2.5060000000000002,0.15697137580794096,T+30,2026-01-08 10:40:00-05:00,2026-01-08 11:10:00-05:00,-0.006065121943402807,2.0,-1.28343219116175
2026-01-08,NVDA,DN,ATM,NVDA260109P00185000,,open_ladder,1s,185.18,185.0,1,2026-01-08 11:00:00-05:00,1,1.486,1.744,0.17362045760430678,T+30,2026-01-08 11:00:00-05:00,2026-01-08 11:30:00-05:00,-0.005832772489824722,1.0,-1.695183503455676
2026-01-08,AMD,DN,ATM,AMD260109P00205000,,open_ladder,1s,204.1579,205.0,1,2026-01-08 11:15:00-05:00,2,2.7760000000000002,2.662,-0.04106628242074939,T+30,2026-01-08 11:15:01-05:00,2026-01-08 11:45:02-05:00,-0.007771688619683914,1.0,-0.18912422469270787
2026-01-08,NVDA,DN,ATM,NVDA260109P00185000,,open_ladder,1s,184.7,185.0,1,2026-01-08 12:00:00-05:00,2,1.726,2.004,0.16106604866743912,T+30,2026-01-08 12:00:00-05:00,2026-01-08 12:30:00-05:00,-0.006633977502163213,2.0,-0.42901889562072093
