date,symbol,dir,moneyness,ticker,contract_source,quote_source,sig_spot,sig_strike,sig_dte,sig_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts,source
2026-01-15,AMD,UP,ATM,AMD260116C00227500,open_lock,day_iv,236.2501,227.5,1,2026-01-15 10:56:00-05:00,1,9.9594,9.8406,-0.011928429423459286,T+30,2026-01-15 12:00:00-05:00,2026-01-15 12:00:00-05:00,stream
2026-01-21,TSLA,UP,ATM,TSLA260123C00422500,open_lock,day_iv,428.02,422.5,2,2026-01-21 10:37:00-05:00,1,9.06406,8.7472,-0.03495784449794026,T+30,2026-01-21 10:37:00-05:00,2026-01-21 11:07:00-05:00,stream
2026-01-22,AMD,UP,ATM,AMD260123C00252500,open_lock,day_iv,255.34,252.5,1,2026-01-22 11:49:00-05:00,1,5.382099999999999,4.5227,-0.15967744932275485,T+30,2026-01-22 11:49:00-05:00,2026-01-22 12:19:00-05:00,stream
2026-01-29,TSLA,DN,ATM,TSLA260130P00437500,open_lock,day_iv,422.8,437.5,1,2026-01-29 10:30:00-05:00,1,16.46822,19.979400000000002,0.21320944218622317,T+30,2026-01-29 10:30:00-05:00,2026-01-29 11:00:00-05:00,stream
2026-01-29,AMD,DN,ATM,AMD260130P00255000,open_lock,day_iv,247.1,255.0,1,2026-01-29 10:33:00-05:00,1,8.933280000000002,13.28978,0.4876708219153545,T+30,2026-01-29 10:33:00-05:00,2026-01-29 11:03:00-05:00,stream
2026-01-29,TSLA,DN,ATM,TSLA260130P00437500,open_lock,day_iv,421.2496,437.5,1,2026-01-29 11:43:00-05:00,2,17.594939999999998,15.1088,-0.14129857788659683,T+30,2026-01-29 11:44:00-05:00,2026-01-29 12:13:00-05:00,stream
2026-01-29,AMD,DN,ATM,AMD260130P00255000,open_lock,day_iv,247.6044,255.0,1,2026-01-29 12:53:00-05:00,2,8.18884,8.31978,0.0159900547574503,T+30,2026-01-29 12:53:00-05:00,2026-01-29 13:38:00-05:00,stream
2026-01-30,META,DN,ATM,META260130P00727500,open_lock,day_iv,721.085,727.5,0,2026-01-30 10:30:00-05:00,1,5.7342,5.6658,-0.011928429423459286,T+30,2026-01-30 10:35:00-05:00,2026-01-30 10:35:00-05:00,stream
2026-02-03,MSFT,DN,ATM,MSFT260204P00422500,open_lock,day_iv,412.11,422.5,1,2026-02-03 10:30:00-05:00,1,10.87486,9.31378,-0.14354943419961275,T+30,2026-02-03 10:30:00-05:00,2026-02-03 11:01:00-05:00,stream
2026-02-03,AMZN,DN,ATM,AMZN260204P00245000,open_lock,day_iv,237.23,245.0,1,2026-02-03 11:07:00-05:00,1,7.7462,8.2999,0.07148020965118373,T+30,2026-02-03 11:10:00-05:00,2026-02-03 11:39:00-05:00,stream
2026-02-03,AMZN,DN,ATM,AMZN260204P00245000,open_lock,day_iv,237.52,245.0,1,2026-02-03 12:21:00-05:00,2,8.01782,6.958,-0.1321830622288852,T+30,2026-02-03 12:30:00-05:00,2026-02-03 12:51:00-05:00,stream
2026-02-04,AMD,DN,ATM,AMD260206P00215000,open_lock,day_iv,207.6,215.0,2,2026-02-04 10:30:00-05:00,1,9.6576,10.7849,0.11672672299536124,T+30,2026-02-04 10:30:00-05:00,2026-02-04 11:00:00-05:00,stream
2026-02-04,AMD,DN,ATM,AMD260206P00215000,open_lock,day_iv,204.035,215.0,2,2026-02-04 11:05:00-05:00,2,11.609239999999998,12.931939999999999,0.113935106863154,T+30,2026-02-04 11:06:00-05:00,2026-02-04 11:35:00-05:00,stream
2026-02-04,AMD,DN,ATM,AMD260206P00215000,open_lock,day_iv,201.7,215.0,2,2026-02-04 11:40:00-05:00,3,14.4864,14.13468,-0.02427932405566602,T+30,2026-02-04 11:40:00-05:00,2026-02-04 12:11:00-05:00,stream
2026-02-05,AMD,DN,ATM,AMD260206P00202500,open_lock,day_iv,193.815,202.5,1,2026-02-05 10:30:00-05:00,1,10.22096,10.57616,0.03475211721795213,T+30,2026-02-05 10:30:00-05:00,2026-02-05 11:00:00-05:00,stream
2026-02-05,TSLA,DN,ATM,TSLA260206P00397500,open_lock,1s,388.1166,397.5,1,2026-02-05 10:34:00-05:00,1,11.47,8.83,-0.23016564952048824,T+30,2026-02-05 10:34:00-05:00,2026-02-05 11:04:00-05:00,stream
2026-02-05,AMD,DN,ATM,AMD260206P00202500,open_lock,day_iv,192.62,202.5,1,2026-02-05 11:15:00-05:00,2,10.563,8.5981,-0.1860172299536117,T+30,2026-02-05 11:15:00-05:00,2026-02-05 11:45:00-05:00,stream
2026-02-10,MSFT,UP,ATM,MSFT260211C00420000,open_lock,1s,422.055,420.0,1,2026-02-10 10:45:00-05:00,1,4.37,4.13,-0.05491990846681927,T+30,2026-02-10 10:45:00-05:00,2026-02-10 11:15:00-05:00,stream
2026-02-10,TSLA,UP,ATM,TSLA260211C00417500,open_lock,day_iv,425.9786,417.5,1,2026-02-10 12:17:00-05:00,1,10.06,8.8466,-0.12061630218687869,T+30,2026-02-10 12:17:00-05:00,2026-02-10 12:47:00-05:00,stream
2026-02-11,AAPL,UP,ATM,AAPL260211C00275000,open_lock,1s,279.755,275.0,0,2026-02-11 10:59:00-05:00,1,4.81,3.31,-0.31185031185031176,T+30,2026-02-11 10:59:00-05:00,2026-02-11 11:29:00-05:00,stream
2026-02-12,AMZN,DN,ATM,AMZN260213P00205000,open_lock,day_iv,199.84,205.0,1,2026-02-12 10:43:00-05:00,1,5.331799999999999,7.0573999999999995,0.3236430473761207,T+30,2026-02-12 10:43:00-05:00,2026-02-12 11:13:00-05:00,stream
2026-02-12,AAPL,DN,ATM,AAPL260213P00275000,open_lock,1s,269.53,275.0,1,2026-02-12 10:53:00-05:00,1,5.390000000000001,7.96,0.4768089053803337,T+30,2026-02-12 10:53:01-05:00,2026-02-12 11:23:00-05:00,stream
