date,equity,day_ret,n,day_halt
2026-05-01,102.868845715617,0.028688457156170077,2,False
2026-05-04,116.11653101257284,0.12878228782287815,1,False
2026-05-05,130.4506545792285,0.12344601962922575,1,False
2026-05-06,117.1952832054493,-0.10161214918035255,2,False
2026-05-07,111.27432340539312,-0.05052216811214527,2,False
2026-05-08,111.27285637410235,-1.3183915622883013e-05,2,False
2026-05-11,103.5985430307085,-0.06896842225019006,2,False
2026-05-12,110.57291899911525,0.06732117812061711,1,False
2026-05-13,140.16727450001977,0.2676456022757374,2,False
2026-05-14,137.47336892404343,-0.019219219219219097,1,False
2026-05-15,140.28532419748979,0.020454545454545503,1,False
2026-05-18,157.25512786659078,0.12096635030198444,1,False
2026-05-19,166.26601082087942,0.057301043702264076,2,False
2026-05-20,163.07620419978238,-0.019184959122724443,2,False
2026-05-21,144.11489907265502,-0.11627266663564306,2,False
2026-05-22,141.84294483010427,-0.015764881057893643,2,False
2026-05-26,141.84294483010427,0.0,0,False
2026-05-27,139.00827197564269,-0.019984588291344973,2,False
2026-05-28,146.2737307877885,0.05226637745283891,2,False
2026-05-29,164.4752131256355,0.1244343891402715,1,False
2026-06-01,164.4752131256355,0.0,0,False
2026-06-02,168.03231594918594,0.02162698412698405,1,False
2026-06-03,160.95837585238698,-0.042098688319800126,1,False
2026-06-04,160.95837585238698,0.0,0,False
2026-06-05,182.75796727388874,0.13543620396302902,2,False
2026-06-08,181.4602775654351,-0.007100591715976323,1,False
2026-06-09,203.45970889962297,0.12123552123552117,1,False
2026-06-10,242.15554785952096,0.19018919848641191,2,False
2026-06-11,242.15554785952096,0.0,0,False
2026-06-12,212.24378367254306,-0.12352293577981655,1,False
2026-06-15,228.39837125571637,0.0761133603238866,1,False
2026-06-16,220.6941208980699,-0.03373163440391058,2,False
2026-06-17,220.6941208980699,0.0,0,False
2026-06-18,201.70416165800341,-0.086046511627907,1,False
2026-06-22,208.32091193461517,0.032804232804232836,1,False
2026-06-23,216.8674108857789,0.0410256410256411,1,False
2026-06-24,241.34410739413676,0.11286479793522042,2,False
2026-06-25,241.34410739413676,0.0,0,False
2026-06-26,242.21294618075567,0.0036000000000000476,1,False
2026-06-29,235.07490327987162,-0.029470113028381095,2,False
2026-06-30,267.23622650909954,0.13681308715008944,2,False
2026-07-01,261.41217759964377,-0.021793635486981655,1,False
2026-07-02,302.0534056938652,0.15546799872676176,2,False
2026-07-06,338.5119775826072,0.12070240295748613,1,False
2026-07-07,317.7757625676026,-0.06125696101829747,1,False
2026-07-08,312.94387993038845,-0.01520532150776055,2,False
2026-07-09,296.6179950510324,-0.0521687303263052,2,False
2026-07-10,296.6179950510324,0.0,0,False
2026-07-13,352.7895180091548,0.189373281106759,2,False
