date,equity,day_ret,n,day_halt
2026-05-01,102.868845715617,0.028688457156170077,2,False
2026-05-04,116.11653101257284,0.12878228782287815,1,False
2026-05-05,130.4506545792285,0.12344601962922575,1,False
2026-05-06,121.77833897326016,-0.06647966339410938,1,False
2026-05-07,121.37465387169134,-0.0033149171270718814,1,False
2026-05-08,136.4644757043881,0.12432432432432439,1,False
2026-05-11,127.05273612185704,-0.06896842225019018,2,False
2026-05-12,132.18474004935982,0.04039270687237018,1,False
2026-05-13,149.21352150767592,0.12882562277580067,1,False
2026-05-14,146.34575412734821,-0.019219219219219208,1,False
2026-05-15,146.34575412734821,0.0,1,False
2026-05-18,164.0486658863251,0.12096635030198444,1,False
2026-05-19,163.97780253173056,-0.0004319654427646924,1,False
2026-05-20,160.83189509312513,-0.019184959122724443,2,False
2026-05-21,142.13154177058348,-0.11627266663564295,2,False
2026-05-22,159.5797795476439,0.12276119402985075,1,False
2026-05-26,159.5797795476439,0.0,0,False
2026-05-27,156.51646044414983,-0.019196160767846582,1,False
2026-05-28,152.91084564857778,-0.023036649214659755,1,False
2026-05-29,171.93821331978089,0.1244343891402715,1,False
2026-06-01,171.93821331978089,0.0,0,False
2026-06-02,169.20903533057802,-0.015873015873015817,1,False
2026-06-03,169.20903533057802,0.0,0,False
2026-06-04,169.20903533057802,0.0,0,False
2026-06-05,201.54424552590427,0.1910962386385222,2,False
2026-06-08,200.11316212572035,-0.007100591715976212,1,False
2026-06-09,224.3739856421204,0.12123552123552117,1,False
2026-06-10,267.047494132597,0.19018919848641214,2,False
2026-06-11,267.047494132597,0.0,0,False
2026-06-12,234.5169648326965,-0.12181551976573934,1,False
2026-06-15,262.8109144359935,0.12064777327935228,1,False
2026-06-16,244.92295577738312,-0.06806398698090177,2,False
2026-06-17,244.92295577738312,0.0,0,False
2026-06-18,223.84818981514317,-0.086046511627907,1,False
2026-06-22,267.3827600893935,0.19448256566292432,2,False
2026-06-23,287.70135677683925,0.07599067599067588,1,False
2026-06-24,303.624409409617,0.055345768303514564,2,False
2026-06-25,303.624409409617,0.0,0,False
2026-06-26,341.2738361764095,0.12399999999999989,1,False
2026-06-29,357.13547034363694,0.04647773279352241,2,False
2026-06-30,387.0150626157006,0.08366458879963212,2,False
2026-07-01,387.0150626157006,0.0,0,False
2026-07-02,454.2066575008833,0.17361493485824053,2,False
2026-07-06,509.0304925005278,0.12070240295748613,1,False
2026-07-07,477.8488314642982,-0.061256961018297584,1,False
2026-07-08,464.227490938123,-0.02850554323725052,2,False
2026-07-09,447.1492596957019,-0.03678849610545243,1,False
2026-07-10,447.1492596957019,0.0,0,False
2026-07-13,501.1246732921062,0.12071005917159772,1,False
