date,equity,day_ret,n,day_halt
2026-01-02,119.38319182555567,0.1938319182555568,2,False
2026-01-05,119.38319182555567,0.0,0,False
2026-01-06,119.38319182555567,0.0,0,False
2026-01-07,119.38319182555567,0.0,0,False
2026-01-08,123.15788956522245,0.03161833489242283,1,False
2026-01-09,127.570498442693,0.03582887700534765,1,False
2026-01-12,127.570498442693,0.0,0,False
2026-01-13,127.570498442693,0.0,0,False
2026-01-14,121.7594955057962,-0.045551306985817,2,False
2026-01-15,117.6777736514871,-0.033522821668678704,2,False
2026-01-16,117.6777736514871,0.0,0,False
2026-01-20,117.6777736514871,0.0,0,False
2026-01-21,126.77073448549011,0.07726999374523014,2,False
2026-01-22,128.49572665210877,0.013607179713990725,2,False
2026-01-23,166.22639746553048,0.29363366235185606,2,False
2026-01-26,166.22639746553048,0.0,0,False
2026-01-27,166.22639746553048,0.0,0,False
2026-01-29,197.5593184790828,0.18849545855103833,2,False
2026-01-30,221.75969273230723,0.12249674902470731,1,False
2026-02-02,221.75969273230723,0.0,0,False
2026-02-03,211.727070305446,-0.04524096468230543,2,False
2026-02-04,232.8272408653303,0.09965740577926274,2,False
2026-02-05,225.98955959630365,-0.029368046640992684,2,False
2026-02-06,244.5723181832639,0.08222839417960515,2,False
2026-02-09,245.3507977106377,0.0031830238726791027,1,False
2026-02-10,231.42777666408247,-0.05674740484429064,1,False
2026-02-11,199.35226224509077,-0.13859837778050876,2,False
2026-02-12,230.86377489349346,0.1580695011610218,2,False
2026-02-13,210.57979004735995,-0.08786127167630053,1,False
2026-02-17,210.57979004735995,0.0,0,False
2026-02-18,189.81604340620663,-0.09860275117799056,2,False
2026-02-20,212.85955484852389,0.12139917695473246,1,False
2026-02-23,253.420740543186,0.19055374668769964,2,False
2026-02-24,248.8906806733726,-0.017875647668393668,1,False
2026-02-25,221.52285937961767,-0.10995920465849274,2,False
2026-02-26,225.9407834492819,0.019943422913719866,1,False
2026-02-27,253.4110936071256,0.12158190185266005,2,False
2026-03-02,253.4110936071256,0.0,0,False
2026-03-03,225.93883065877628,-0.10840986697662403,2,False
2026-03-04,217.96950179513627,-0.035272063860840586,2,False
2026-03-05,222.7813677962925,0.022075868236276275,2,False
2026-03-06,213.12979346222542,-0.04332307692307691,1,False
