date,symbol,dir,moneyness,ticker,day_lock_ticker,contract_source,quote_source,sig_spot,sig_strike,sig_dte,sig_ts,feature_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts,size_frac,n_concurrent,position_sizing,size_reason,regime_qqq_fp,regime_vix_rev,regime_vixy_z,peer_align_n
2026-01-02,AMZN,DN,ATM,AMZN260102P00227500,,open_ladder,1s,226.42,227.5,0,2026-01-02 10:53:00-05:00,2026-01-02 10:52:00-05:00,1,1.65,2.6559999999999997,0.6096969696969696,TP,2026-01-02 10:53:00-05:00,2026-01-02 11:12:06-05:00,0.2,1,concurrent,solo_full,-0.0091442763603522,5.0,1.2191360807848761,7
2026-01-02,MSFT,DN,ATM,MSFT260102P00475000,,open_ladder,1s,474.64,475.0,0,2026-01-02 10:57:00-05:00,2026-01-02 10:56:00-05:00,1,1.726,2.832,0.6407879490150636,TP,2026-01-02 10:57:00-05:00,2026-01-02 11:05:16-05:00,0.1,2,concurrent,split_cap,-0.009176531303422109,5.0,0.8066015317766398,7
2026-01-08,AMD,DN,ATM,AMD260109P00205000,,open_ladder,1s,205.645,205.0,1,2026-01-08 10:41:00-05:00,2026-01-08 10:40:00-05:00,1,2.138,2.476,0.15809167446211414,T+45,2026-01-08 10:41:00-05:00,2026-01-08 11:26:01-05:00,0.2,1,concurrent,solo_full,-0.006065121943402807,2.0,-1.28343219116175,3
2026-01-09,TSLA,UP,ATM,TSLA260109C00445000,,open_ladder,1s,444.62,445.0,0,2026-01-09 11:57:00-05:00,2026-01-09 11:56:00-05:00,1,1.496,1.764,0.17914438502673802,T+45,2026-01-09 11:57:00-05:00,2026-01-09 12:42:00-05:00,0.2,1,concurrent,solo_full,0.009437003368631514,0.0,-2.3408387765018155,5
2026-01-14,TSLA,DN,ATM,TSLA260116P00437500,,open_ladder,1s,437.515,437.5,2,2026-01-14 10:44:00-05:00,2026-01-14 10:43:00-05:00,1,5.93,5.17,-0.12816188870151768,T+45,2026-01-14 10:44:00-05:00,2026-01-14 11:29:00-05:00,0.2,1,concurrent,solo_full,-0.01326290067557856,6.0,1.1729861003136912,4
2026-01-14,META,DN,ATM,META260116P00617500,,open_ladder,1s,618.2599,617.5,2,2026-01-14 10:51:00-05:00,2026-01-14 10:50:00-05:00,1,5.87,4.67,-0.2044293015332198,T+45,2026-01-14 10:51:00-05:00,2026-01-14 11:36:01-05:00,0.1,2,concurrent,split_cap,-0.016003066455847814,4.0,0.9717114239353104,7
2026-01-15,NVDA,UP,ATM,NVDA260116C00188000,,open_ladder,1s,187.985,188.0,1,2026-01-15 10:39:00-05:00,2026-01-15 10:38:00-05:00,1,1.598,1.402,-0.12265331664580736,T+45,2026-01-15 10:39:00-05:00,2026-01-15 11:24:00-05:00,0.2,1,concurrent,solo_full,0.010409101912369989,2.0,1.5832437358347953,6
2026-01-15,AMD,UP,ATM,AMD260116C00237500,,open_ladder,1s,236.2501,237.5,1,2026-01-15 10:57:00-05:00,2026-01-15 10:56:00-05:00,1,2.712,2.462,-0.09218289085545717,T+45,2026-01-15 10:57:00-05:00,2026-01-15 11:42:01-05:00,0.1,2,concurrent,split_cap,0.008069555394174088,4.0,0.848380060201713,6
2026-01-21,AMD,UP,ATM,AMD260123C00247500,,open_ladder,1s,247.9233,247.5,2,2026-01-21 10:31:00-05:00,2026-01-21 10:30:00-05:00,1,5.78,8.07,0.39619377162629754,T+45,2026-01-21 10:31:00-05:00,2026-01-21 11:16:00-05:00,0.2,1,concurrent,solo_full,0.010015788434971418,8.0,-1.1425478720893087,7
2026-01-21,TSLA,UP,ATM,TSLA260123C00427500,,open_ladder,1s,428.02,427.5,2,2026-01-21 10:38:00-05:00,2026-01-21 10:37:00-05:00,1,6.03,5.92,-0.018242122719734688,T+45,2026-01-21 10:38:00-05:00,2026-01-21 11:23:00-05:00,0.1,2,concurrent,split_cap,0.011857772514966225,8.0,-1.0212153370683588,5
2026-01-22,META,UP,ATM,META260123C00635000,,open_ladder,1s,635.58,635.0,1,2026-01-22 10:32:00-05:00,2026-01-22 10:31:00-05:00,1,5.319999999999999,6.180000000000001,0.16165413533834605,T+45,2026-01-22 10:32:05-05:00,2026-01-22 11:17:00-05:00,0.2,1,concurrent,solo_full,0.004366032591053504,4.0,-1.4210571724824128,5
2026-01-22,AMD,UP,ATM,AMD260123C00255000,,open_ladder,1s,255.34,255.0,1,2026-01-22 11:50:00-05:00,2026-01-22 11:49:00-05:00,1,4.08,3.71,-0.09068627450980393,T+45,2026-01-22 11:50:00-05:00,2026-01-22 12:35:00-05:00,0.2,1,concurrent,solo_full,0.008521067324547271,1.0,-0.22940947895049477,7
