date,symbol,dir,moneyness,ticker,sig_ts,n_in_day,entry,exit,ret,reason,entry_ts,exit_ts
2026-02-17,TSLA,DN,ATM,TSLA260218P00407500,2026-02-17 11:36:00-05:00,1,4.98,5.17,0.03815261044176688,T+30,2026-02-17 11:36:00-05:00,2026-02-17 12:06:00-05:00
2026-02-18,NVDA,UP,ATM,NVDA260218C00187500,2026-02-18 10:30:00-05:00,1,2.544,2.548,0.0015723270440251014,T+30,2026-02-18 10:30:00-05:00,2026-02-18 11:00:00-05:00
2026-02-18,AMZN,UP,ATM,AMZN260218C00205000,2026-02-18 10:44:00-05:00,1,1.932,1.77,-0.08385093167701863,T+30,2026-02-18 10:44:00-05:00,2026-02-18 11:14:00-05:00
2026-02-20,AMZN,UP,ATM,AMZN260220C00210000,2026-02-20 10:47:00-05:00,1,0.772,1.244,0.6113989637305699,TP,2026-02-20 10:47:00-05:00,2026-02-20 10:56:47-05:00
2026-02-20,META,UP,ATM,META260220C00655000,2026-02-20 11:43:00-05:00,1,5.69,3.84,-0.3251318101933217,T+30,2026-02-20 11:43:00-05:00,2026-02-20 12:13:00-05:00
2026-02-23,TSLA,DN,ATM,TSLA260223P00395000,2026-02-23 10:33:00-05:00,1,0.278,0.452,0.6258992805755395,TP,2026-02-23 10:33:00-05:00,2026-02-23 10:52:39-05:00
2026-02-23,MSFT,DN,ATM,MSFT260223P00385000,2026-02-23 10:37:00-05:00,1,0.444,0.726,0.6351351351351351,TP,2026-02-23 10:37:00-05:00,2026-02-23 10:52:10-05:00
2026-02-24,AMZN,UP,ATM,AMZN260225C00210000,2026-02-24 12:17:00-05:00,1,1.494,1.416,-0.052208835341365556,T+30,2026-02-24 12:17:00-05:00,2026-02-24 12:47:00-05:00
2026-02-25,MSFT,UP,ATM,MSFT260225C00400000,2026-02-25 10:30:00-05:00,1,1.24,0.86,-0.30645161290322587,T+30,2026-02-25 10:30:00-05:00,2026-02-25 11:00:00-05:00
2026-02-25,NVDA,UP,ATM,NVDA260227C00197500,2026-02-25 11:36:00-05:00,1,5.54,5.71,0.03068592057761732,T+30,2026-02-25 11:36:05-05:00,2026-02-25 12:06:02-05:00
2026-02-26,AMD,DN,ATM,AMD260227P00205000,2026-02-26 11:00:00-05:00,1,4.47,3.63,-0.18791946308724827,T+30,2026-02-26 11:00:00-05:00,2026-02-26 11:30:00-05:00
2026-02-26,TSLA,DN,ATM,TSLA260227P00410000,2026-02-26 11:43:00-05:00,1,5.18,6.67,0.2876447876447876,T+30,2026-02-26 11:43:00-05:00,2026-02-26 12:13:00-05:00
2026-02-27,NVDA,DN,ATM,NVDA260227P00177500,2026-02-27 11:42:00-05:00,1,0.148,0.132,-0.108108108108108,T+30,2026-02-27 11:42:00-05:00,2026-02-27 12:12:00-05:00
2026-02-27,TSLA,DN,ATM,TSLA260227P00400000,2026-02-27 12:20:00-05:00,1,1.526,1.764,0.15596330275229353,T+30,2026-02-27 12:20:01-05:00,2026-02-27 12:50:00-05:00
2026-03-02,NVDA,UP,ATM,NVDA260302C00180000,2026-03-02 10:50:00-05:00,1,1.784,1.884,0.056053811659192654,T+30,2026-03-02 10:50:00-05:00,2026-03-02 11:20:00-05:00
2026-03-03,NVDA,DN,ATM,NVDA260304P00180000,2026-03-03 10:30:00-05:00,1,3.68,3.62,-0.016304347826086918,T+30,2026-03-03 10:30:00-05:00,2026-03-03 11:00:00-05:00
2026-03-03,TSLA,DN,ATM,TSLA260304P00392500,2026-03-03 10:30:00-05:00,1,8.530000000000001,7.72,-0.09495896834701067,T+30,2026-03-03 10:30:00-05:00,2026-03-03 11:00:00-05:00
2026-03-04,META,UP,ATM,META260304C00667500,2026-03-04 10:30:00-05:00,1,6.24,5.04,-0.1923076923076923,T+30,2026-03-04 10:30:00-05:00,2026-03-04 11:00:00-05:00
2026-03-04,AMD,UP,ATM,AMD260306C00205000,2026-03-04 10:31:00-05:00,1,0.964,1.256,0.30290456431535273,T+30,2026-03-04 10:31:00-05:00,2026-03-04 11:01:00-05:00
2026-03-05,AMD,DN,ATM,AMD260306P00202500,2026-03-05 12:32:00-05:00,1,5.79,7.2700000000000005,0.2556131260794474,T+30,2026-03-05 12:32:01-05:00,2026-03-05 13:02:00-05:00
2026-03-05,META,DN,ATM,META260306P00660000,2026-03-05 12:32:00-05:00,1,9.139999999999999,10.450000000000001,0.1433260393873088,T+30,2026-03-05 12:32:00-05:00,2026-03-05 13:02:00-05:00
2026-03-06,META,DN,ATM,META260306P00645000,2026-03-06 11:15:00-05:00,1,2.244,1.934,-0.1381461675579324,T+30,2026-03-06 11:15:00-05:00,2026-03-06 11:45:02-05:00
2026-03-11,TSLA,UP,ATM,TSLA260311C00407500,2026-03-11 11:29:00-04:00,1,4.08,1.624,-0.6019607843137255,SL,2026-03-11 11:29:00-04:00,2026-03-11 11:48:16-04:00
2026-03-12,AAPL,DN,ATM,AAPL260313P00257500,2026-03-12 10:30:00-04:00,1,3.78,3.4299999999999997,-0.09259259259259267,T+30,2026-03-12 10:30:00-04:00,2026-03-12 11:00:00-04:00
2026-03-12,NVDA,DN,ATM,NVDA260313P00182500,2026-03-12 10:30:00-04:00,1,2.078,1.894,-0.08854667949951878,T+30,2026-03-12 10:30:00-04:00,2026-03-12 11:00:00-04:00
2026-03-13,META,DN,ATM,META260313P00612500,2026-03-13 10:46:00-04:00,1,0.316,0.512,0.620253164556962,TP,2026-03-13 10:46:00-04:00,2026-03-13 10:49:15-04:00
2026-03-13,AMD,DN,ATM,AMD260313P00192500,2026-03-13 11:46:00-04:00,1,0.758,0.5700000000000001,-0.24802110817941947,T+30,2026-03-13 11:46:01-04:00,2026-03-13 12:16:00-04:00
2026-03-16,TSLA,UP,ATM,TSLA260316C00395000,2026-03-16 10:30:00-04:00,1,7.87,6.24,-0.20711562897077507,T+30,2026-03-16 10:30:00-04:00,2026-03-16 11:00:00-04:00
2026-03-18,AMD,UP,ATM,AMD260320C00202500,2026-03-18 11:05:00-04:00,1,2.504,2.342,-0.06469648562300312,T+30,2026-03-18 11:05:00-04:00,2026-03-18 11:35:00-04:00
2026-03-18,AMZN,DN,ATM,AMZN260318P00210000,2026-03-18 12:45:00-04:00,1,0.46799999999999997,0.374,-0.2008547008547008,T+30,2026-03-18 12:45:00-04:00,2026-03-18 13:15:00-04:00
2026-04-01,AMD,UP,ATM,AMD260402C00212500,2026-04-01 10:30:00-04:00,1,2.25,2.642,0.17422222222222228,T+30,2026-04-01 10:30:00-04:00,2026-04-01 11:00:00-04:00
2026-04-01,MSFT,DN,ATM,MSFT260401P00372500,2026-04-01 13:01:00-04:00,1,0.818,1.108,0.3545232273838632,T+30,2026-04-01 13:01:00-04:00,2026-04-01 13:31:00-04:00
2026-04-02,AMD,UP,ATM,AMD260402C00217500,2026-04-02 11:19:00-04:00,1,0.458,0.17600000000000002,-0.6157205240174672,SL,2026-04-02 11:19:00-04:00,2026-04-02 11:48:48-04:00
2026-04-02,TSLA,DN,ATM,TSLA260402P00360000,2026-04-02 12:30:00-04:00,1,0.456,0.312,-0.3157894736842105,T+30,2026-04-02 12:30:00-04:00,2026-04-02 13:00:00-04:00
2026-04-06,AAPL,UP,ATM,AAPL260406C00257500,2026-04-06 10:31:00-04:00,1,4.890000000000001,2.542,-0.48016359918200424,T+30,2026-04-06 10:31:06-04:00,2026-04-06 11:01:03-04:00
2026-04-06,TSLA,DN,ATM,TSLA260406P00352500,2026-04-06 11:25:00-04:00,1,1.406,1.094,-0.22190611664295867,T+30,2026-04-06 11:25:00-04:00,2026-04-06 11:55:00-04:00
2026-04-07,AAPL,DN,ATM,AAPL260408P00247500,2026-04-07 10:30:00-04:00,1,2.33,3.08,0.32188841201716745,T+30,2026-04-07 10:30:00-04:00,2026-04-07 11:00:00-04:00
2026-04-07,TSLA,DN,ATM,TSLA260408P00342500,2026-04-07 10:46:00-04:00,1,6.43,6.72,0.04510108864696738,T+30,2026-04-07 10:46:00-04:00,2026-04-07 11:16:01-04:00
2026-04-08,AAPL,UP,ATM,AAPL260408C00257500,2026-04-08 11:00:00-04:00,1,1.928,0.85,-0.5591286307053942,T+30,2026-04-08 11:00:00-04:00,2026-04-08 11:30:00-04:00
2026-04-08,META,UP,ATM,META260408C00612500,2026-04-08 12:13:00-04:00,1,2.032,3.36,0.6535433070866141,TP,2026-04-08 12:13:00-04:00,2026-04-08 12:15:36-04:00
2026-04-09,META,UP,ATM,META260410C00637500,2026-04-09 10:41:00-04:00,1,3.024,3.48,0.1507936507936507,T+30,2026-04-09 10:41:04-04:00,2026-04-09 11:11:00-04:00
2026-04-09,AMZN,UP,ATM,AMZN260410C00232500,2026-04-09 10:43:00-04:00,1,0.178,0.292,0.6404494382022472,TP,2026-04-09 10:43:00-04:00,2026-04-09 10:46:19-04:00
2026-04-10,NVDA,UP,ATM,NVDA260410C00190000,2026-04-10 10:30:00-04:00,1,0.128,0.212,0.65625,TP,2026-04-10 10:30:00-04:00,2026-04-10 10:32:17-04:00
2026-04-10,AMD,UP,ATM,AMD260410C00245000,2026-04-10 10:39:00-04:00,1,2.83,4.28,0.5123674911660778,T+30,2026-04-10 10:39:00-04:00,2026-04-10 11:09:01-04:00
2026-04-13,MSFT,UP,ATM,MSFT260413C00382500,2026-04-13 10:54:00-04:00,1,0.226,0.364,0.6106194690265485,TP,2026-04-13 10:54:00-04:00,2026-04-13 10:57:36-04:00
2026-05-01,TSLA,UP,ATM,TSLA260501C00392500,2026-05-01 10:33:00-04:00,1,0.984,1.576,0.6016260162601628,TP,2026-05-01 10:33:00-04:00,2026-05-01 10:57:05-04:00
2026-05-01,META,DN,ATM,META260501P00610000,2026-05-01 10:36:00-04:00,1,4.47,1.722,-0.614765100671141,SL,2026-05-01 10:36:01-04:00,2026-05-01 10:55:13-04:00
2026-05-04,AMZN,UP,ATM,AMZN260504C00270000,2026-05-04 10:38:00-04:00,1,3.97,4.930000000000001,0.24181360201511337,T+30,2026-05-04 10:38:00-04:00,2026-05-04 11:08:00-04:00
2026-05-05,AAPL,UP,ATM,AAPL260506C00282500,2026-05-05 13:04:00-04:00,1,1.922,3.12,0.6233090530697192,TP,2026-05-05 13:04:00-04:00,2026-05-05 13:20:13-04:00
2026-05-06,NVDA,UP,ATM,NVDA260506C00207500,2026-05-06 10:40:00-04:00,1,0.408,0.242,-0.4068627450980392,T+30,2026-05-06 10:40:00-04:00,2026-05-06 11:10:00-04:00
2026-05-06,AMD,UP,ATM,AMD260508C00420000,2026-05-06 11:22:00-04:00,1,9.67,8.370000000000001,-0.13443640124095124,T+30,2026-05-06 11:22:00-04:00,2026-05-06 11:52:00-04:00
2026-05-07,TSLA,UP,ATM,TSLA260508C00415000,2026-05-07 10:36:00-04:00,1,4.09,3.02,-0.26161369193154027,T+30,2026-05-07 10:36:00-04:00,2026-05-07 11:06:00-04:00
2026-05-07,MSFT,UP,ATM,MSFT260508C00425000,2026-05-07 10:51:00-04:00,1,3.62,4.22,0.16574585635359096,T+30,2026-05-07 10:51:00-04:00,2026-05-07 11:21:01-04:00
2026-05-08,AAPL,UP,ATM,AAPL260508C00292500,2026-05-08 10:30:00-04:00,1,1.85,1.586,-0.1427027027027027,T+30,2026-05-08 10:30:00-04:00,2026-05-08 11:00:01-04:00
2026-05-08,TSLA,UP,ATM,TSLA260508C00425000,2026-05-08 10:50:00-04:00,1,3.24,5.22,0.6111111111111109,TP,2026-05-08 10:50:00-04:00,2026-05-08 10:57:02-04:00
2026-05-11,TSLA,DN,ATM,TSLA260511P00445000,2026-05-11 10:32:00-04:00,1,27.95,21.48,-0.23148479427549196,T+30,2026-05-11 10:32:00-04:00,2026-05-11 11:02:04-04:00
2026-05-11,NVDA,UP,ATM,NVDA260511C00220000,2026-05-11 10:46:00-04:00,1,0.946,1.516,0.6025369978858353,TP,2026-05-11 10:46:00-04:00,2026-05-11 10:50:52-04:00
2026-05-12,TSLA,DN,ATM,TSLA260513P00432500,2026-05-12 10:57:00-04:00,1,6.92,9.77,0.4118497109826589,T+30,2026-05-12 10:57:00-04:00,2026-05-12 11:27:00-04:00
2026-05-13,TSLA,UP,ATM,TSLA260513C00445000,2026-05-13 10:30:00-04:00,1,2.532,4.17,0.6469194312796207,TP,2026-05-13 10:30:00-04:00,2026-05-13 10:35:11-04:00
2026-05-13,NVDA,UP,ATM,NVDA260513C00227500,2026-05-13 10:51:00-04:00,1,0.618,0.992,0.6051779935275081,TP,2026-05-13 10:51:01-04:00,2026-05-13 11:02:40-04:00
2026-05-14,NVDA,UP,ATM,NVDA260515C00235000,2026-05-14 10:40:00-04:00,1,3.13,2.904,-0.07220447284345044,T+30,2026-05-14 10:40:00-04:00,2026-05-14 11:10:00-04:00
2026-05-15,TSLA,DN,ATM,TSLA260515P00422500,2026-05-15 10:30:00-04:00,1,1.422,1.406,-0.011251758087201136,T+30,2026-05-15 10:30:00-04:00,2026-05-15 11:00:00-04:00
2026-05-15,MSFT,UP,ATM,MSFT260515C00422500,2026-05-15 10:38:00-04:00,1,1.936,3.12,0.6115702479338845,TP,2026-05-15 10:38:01-04:00,2026-05-15 10:44:54-04:00
2026-05-18,TSLA,DN,ATM,TSLA260518P00410000,2026-05-18 10:30:00-04:00,1,1.144,1.852,0.6188811188811192,TP,2026-05-18 10:30:00-04:00,2026-05-18 10:33:45-04:00
2026-05-19,AMZN,DN,ATM,AMZN260520P00257500,2026-05-19 11:15:00-04:00,1,2.268,2.77,0.2213403880070548,T+30,2026-05-19 11:15:00-04:00,2026-05-19 11:45:02-04:00
2026-05-19,TSLA,DN,ATM,TSLA260520P00397500,2026-05-19 11:26:00-04:00,1,5.38,5.32,-0.011152416356877248,T+30,2026-05-19 11:26:00-04:00,2026-05-19 11:56:03-04:00
2026-05-20,AMD,UP,ATM,AMD260522C00445000,2026-05-20 10:30:00-04:00,1,12.84,12.35,-0.03816199376947038,T+30,2026-05-20 10:30:00-04:00,2026-05-20 11:00:00-04:00
2026-05-20,NVDA,UP,ATM,NVDA260522C00225000,2026-05-20 11:15:00-04:00,1,6.79,6.66,-0.019145802650957222,T+30,2026-05-20 11:15:00-04:00,2026-05-20 11:45:00-04:00
2026-05-21,NVDA,DN,ATM,NVDA260522P00220000,2026-05-21 10:34:00-04:00,1,4.13,3.0020000000000002,-0.2731234866828086,T+30,2026-05-21 10:34:00-04:00,2026-05-21 11:04:00-04:00
2026-05-21,AMD,DN,ATM,AMD260522P00437500,2026-05-21 11:06:00-04:00,1,8.33,6.58,-0.2100840336134454,T+30,2026-05-21 11:06:04-04:00,2026-05-21 11:36:01-04:00
2026-05-22,AMD,UP,ATM,AMD260522C00467500,2026-05-22 10:30:00-04:00,1,5.18,3.66,-0.2934362934362934,T+30,2026-05-22 10:30:00-04:00,2026-05-22 11:00:00-04:00
2026-05-22,TSLA,UP,ATM,TSLA260522C00425000,2026-05-22 10:38:00-04:00,1,4.38,5.79,0.32191780821917804,T+30,2026-05-22 10:38:00-04:00,2026-05-22 11:08:01-04:00
2026-05-27,AMD,DN,ATM,AMD260529P00502500,2026-05-27 10:30:00-04:00,1,22.03,18.71,-0.15070358601906486,T+30,2026-05-27 10:30:00-04:00,2026-05-27 11:00:04-04:00
2026-05-27,NVDA,DN,ATM,NVDA260527P00212500,2026-05-27 10:41:00-04:00,1,2.962,3.04,0.026333558406482105,T+30,2026-05-27 10:41:02-04:00,2026-05-27 11:11:00-04:00
2026-05-28,AMD,UP,ATM,AMD260529C00510000,2026-05-28 10:39:00-04:00,1,11.23,13.65,0.2154942119323242,T+30,2026-05-28 10:39:00-04:00,2026-05-28 11:09:03-04:00
2026-05-28,MSFT,UP,ATM,MSFT260529C00425000,2026-05-28 11:00:00-04:00,1,3.47,3.5999999999999996,0.037463976945244726,T+30,2026-05-28 11:00:07-04:00,2026-05-28 11:30:01-04:00
2026-05-29,TSLA,DN,ATM,TSLA260529P00435000,2026-05-29 10:32:00-04:00,1,5.72,4.24,-0.25874125874125864,T+30,2026-05-29 10:32:00-04:00,2026-05-29 11:02:00-04:00
2026-05-29,MSFT,UP,ATM,MSFT260529C00450000,2026-05-29 10:34:00-04:00,1,0.228,0.374,0.6403508771929824,TP,2026-05-29 10:34:00-04:00,2026-05-29 10:37:34-04:00
2026-06-01,META,DN,ATM,META260601P00600000,2026-06-01 10:30:00-04:00,1,0.636,0.246,-0.6132075471698113,SL,2026-06-01 10:30:05-04:00,2026-06-01 10:40:35-04:00
2026-06-01,AMZN,DN,ATM,AMZN260601P00262500,2026-06-01 10:33:00-04:00,1,0.484,0.776,0.6033057851239669,TP,2026-06-01 10:33:00-04:00,2026-06-01 10:38:48-04:00
2026-06-02,MSFT,DN,ATM,MSFT260603P00445000,2026-06-02 11:16:00-04:00,1,7.16,6.37,-0.11033519553072624,T+30,2026-06-02 11:16:01-04:00,2026-06-02 11:46:01-04:00
2026-06-02,AAPL,UP,ATM,AAPL260603C00310000,2026-06-02 11:21:00-04:00,1,3.39,3.76,0.10914454277286123,T+30,2026-06-02 11:21:02-04:00,2026-06-02 11:51:04-04:00
2026-06-03,AMD,UP,ATM,AMD260605C00535000,2026-06-03 10:30:00-04:00,1,16.53,12.52,-0.24258923169993962,T+30,2026-06-03 10:30:01-04:00,2026-06-03 11:00:11-04:00
2026-06-03,MSFT,DN,ATM,MSFT260603P00427500,2026-06-03 10:30:00-04:00,1,0.79,1.278,0.6177215189873417,TP,2026-06-03 10:30:03-04:00,2026-06-03 10:35:30-04:00
2026-06-04,META,UP,ATM,META260605C00637500,2026-06-04 10:32:00-04:00,1,7.12,6.6899999999999995,-0.06039325842696641,T+30,2026-06-04 10:32:00-04:00,2026-06-04 11:02:01-04:00
2026-06-04,AMZN,UP,ATM,AMZN260605C00252500,2026-06-04 11:27:00-04:00,1,3.68,3.02,-0.17934782608695654,T+30,2026-06-04 11:27:00-04:00,2026-06-04 11:57:00-04:00
2026-06-05,TSLA,DN,ATM,TSLA260605P00392500,2026-06-05 10:30:00-04:00,1,0.098,0.082,-0.16326530612244894,T+30,2026-06-05 10:30:00-04:00,2026-06-05 11:00:00-04:00
2026-06-05,NVDA,DN,ATM,NVDA260605P00205000,2026-06-05 10:33:00-04:00,1,0.078,0.092,0.17948717948717952,T+30,2026-06-05 10:33:05-04:00,2026-06-05 11:03:00-04:00
2026-06-08,TSLA,UP,ATM,TSLA260608C00410000,2026-06-08 10:30:00-04:00,1,0.776,0.576,-0.2577319587628867,T+30,2026-06-08 10:30:00-04:00,2026-06-08 11:00:00-04:00
2026-06-09,TSLA,DN,ATM,TSLA260610P00397500,2026-06-09 11:12:00-04:00,1,3.78,6.07,0.605820105820106,TP,2026-06-09 11:12:00-04:00,2026-06-09 11:26:31-04:00
2026-06-10,TSLA,DN,ATM,TSLA260610P00382500,2026-06-10 10:49:00-04:00,1,1.384,2.216,0.6011560693641622,TP,2026-06-10 10:49:01-04:00,2026-06-10 11:12:09-04:00
2026-06-10,NVDA,DN,ATM,NVDA260610P00200000,2026-06-10 10:58:00-04:00,1,0.258,0.422,0.635658914728682,TP,2026-06-10 10:58:00-04:00,2026-06-10 11:07:36-04:00
2026-06-11,MSFT,DN,ATM,MSFT260612P00387500,2026-06-11 10:51:00-04:00,1,3.38,2.862,-0.1532544378698224,T+30,2026-06-11 10:51:00-04:00,2026-06-11 11:21:00-04:00
2026-06-11,META,DN,ATM,META260612P00562500,2026-06-11 10:56:00-04:00,1,7.67,5.6499999999999995,-0.26336375488917874,T+30,2026-06-11 10:56:00-04:00,2026-06-11 11:26:00-04:00
